13:05:34 [INFO] Opening target process: csgo.exe
10:31:21 [INFO] Found signature: m_pitchClassPtr => 0x5172668
10:31:21 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
10:31:21 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
10:31:21 [INFO] Found signature: m_bDormant => 0xED
10:31:21 [INFO] Found signature: model_ambient_min => 0x58BDBC
10:31:21 [INFO] Found signature: set_abs_angles => 0x1CEC00
10:31:21 [INFO] Found signature: set_abs_origin => 0x1CEA40
10:31:21 [INFO] Found signature: is_c4_owner => 0x3A4360
10:31:21 [INFO] Found signature: force_update_spectator_glow => 0x397F32
10:31:21 [INFO] Found signature: anim_overlays => 0x2980
10:31:21 [INFO] Found signature: m_flSpawnTime => 0xA360
10:31:21 [INFO] Found signature: find_hud_element => 0x2BB5B6C0
10:31:21 [INFO] Finished signature scanning: 57/57 items successful
10:31:21 [INFO] Starting netvar scanning: 85 items
10:31:21 [INFO] Found netvar: m_ArmorValue => 0xB368
10:31:21 [INFO] Found netvar: m_Collision => 0x320
10:31:21 [INFO] Found netvar: m_CollisionGroup => 0x474
10:31:21 [INFO] Found netvar: m_Local => 0x2FBC
10:31:21 [INFO] Found netvar: m_MoveType => 0x25B
10:31:21 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31B4
10:31:21 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31B0
10:31:21 [INFO] Found netvar: m_aimPunchAngle => 0x302C
10:31:21 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
10:31:21 [INFO] Found netvar: m_bGunGameImmunity => 0x3930
10:31:21 [INFO] Found netvar: m_bHasDefuser => 0xB378
10:31:21 [INFO] Found netvar: m_bHasHelmet => 0xB35C
10:31:21 [INFO] Found netvar: m_bInReload => 0x3228
10:31:21 [INFO] Found netvar: m_bIsDefusing => 0x391C
10:31:21 [INFO] Found netvar: m_bIsScoped => 0x3914
10:31:21 [INFO] Found netvar: m_bSpotted => 0x93D
10:31:21 [INFO] Found netvar: m_bSpottedByMask => 0x980
10:31:21 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
10:31:21 [INFO] Found netvar: m_fAccuracyPenalty => 0x3320
10:31:21 [INFO] Found netvar: m_fFlags => 0x104
10:31:21 [INFO] Found netvar: m_flFallbackWear => 0x31C0
10:31:21 [INFO] Found netvar: m_flFlashDuration => 0xA410
10:31:21 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA40C
10:31:21 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3228
10:31:21 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
10:31:21 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
10:31:21 [INFO] Found netvar: m_hObserverTarget => 0x3388
10:31:21 [INFO] Found netvar: m_hOwner => 0x29CC
10:31:21 [INFO] Found netvar: m_hOwnerEntity => 0x14C
10:31:21 [INFO] Found netvar: m_iAccountID => 0x2FC8
10:31:21 [INFO] Found netvar: m_iClip1 => 0x3254
10:31:21 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
10:31:21 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
10:31:21 [INFO] Found netvar: m_iCrosshairId => 0xB378
10:31:21 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
10:31:21 [INFO] Found netvar: m_iFOVStart => 0x31E8
10:31:21 [INFO] Found netvar: m_iFOV => 0x31E4
10:31:21 [INFO] Found netvar: m_iGlowIndex => 0xA410
10:31:21 [INFO] Found netvar: m_iHealth => 0x100
10:31:21 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
10:31:21 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
10:31:21 [INFO] Found netvar: m_iObserverMode => 0x3374
10:31:21 [INFO] Found netvar: m_iShotsFired => 0xA380
10:31:21 [INFO] Found netvar: m_iState => 0x3248
10:31:21 [INFO] Found netvar: m_iTeamNum => 0xF4
10:31:21 [INFO] Found netvar: m_lifeState => 0x25F
10:31:21 [INFO] Found netvar: m_nFallbackPaintKit => 0x31B8
10:31:21 [INFO] Found netvar: m_nFallbackSeed => 0x31BC
10:31:21 [INFO] Found netvar: m_nFallbackStatTrak => 0x31C4
10:31:21 [INFO] Found netvar: m_nForceBone => 0x268C
10:31:21 [INFO] Found netvar: m_nTickBase => 0x342C
10:31:21 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
10:31:21 [INFO] Found netvar: m_szCustomName => 0x303C
10:31:21 [INFO] Found netvar: m_szLastPlaceName => 0x35B0
10:31:21 [INFO] Found netvar: m_vecOrigin => 0x138
10:31:21 [INFO] Found netvar: m_vecVelocity => 0x114
10:31:21 [INFO] Found netvar: m_vecViewOffset => 0x108
10:31:21 [INFO] Found netvar: m_viewPunchAngle => 0x3020
10:31:21 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
10:31:21 [INFO] Found netvar: m_clrRender => 0x70
10:31:21 [INFO] Found netvar: m_flC4Blow => 0x2990
10:31:21 [INFO] Found netvar: m_flTimerLength => 0x2994
10:31:21 [INFO] Found netvar: m_flDefuseLength => 0x29A8
10:31:21 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
10:31:21 [INFO] Found netvar: cs_gamerules_data => 0x0
10:31:21 [INFO] Found netvar: m_SurvivalRules => 0xCF8
10:31:21 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1320
10:31:21 [INFO] Found netvar: m_bIsValveDS => 0x75
10:31:21 [INFO] Found netvar: m_bFreezePeriod => 0x20
10:31:21 [INFO] Found netvar: m_bBombPlanted => 0x99D
10:31:21 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
10:31:21 [INFO] Found netvar: m_flSimulationTime => 0x268
10:31:21 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A7C
10:31:21 [INFO] Found netvar: m_angEyeAnglesX => 0xB36C
10:31:21 [INFO] Found netvar: m_angEyeAnglesY => 0xB370
10:31:21 [INFO] Found netvar: m_flNextAttack => 0x2D70
10:31:21 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
10:31:21 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
10:31:21 [INFO] Found netvar: m_bStartedArming => 0x33E0
10:31:21 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
10:31:21 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
10:31:21 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
10:31:21 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
10:31:21 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
10:31:21 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
10:31:21 [INFO] Finished netvar scanning: 85/85 items successful
10:56:09 [INFO] Opening target process: csgo.exe
10:56:09 [INFO] Starting signature scanning: 57 items
10:56:09 [INFO] Found signature: dwClientState => 0x588D9C
10:56:09 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
10:56:09 [INFO] Found signature: dwClientState_IsHLTV => 0x4D40
10:56:09 [INFO] Found signature: dwClientState_Map => 0x28C
10:56:09 [INFO] Found signature: dwClientState_MapDirectory => 0x188
10:56:09 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
10:56:09 [INFO] Found signature: dwClientState_PlayerInfo => 0x52B8
10:56:09 [INFO] Found signature: dwClientState_State => 0x108
10:56:09 [INFO] Found signature: dwClientState_ViewAngles => 0x4D88
10:56:09 [INFO] Found signature: clientstate_delta_ticks => 0x174
10:56:09 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D24
10:56:09 [INFO] Found signature: clientstate_choked_commands => 0x4D28
10:56:09 [INFO] Found signature: clientstate_net_channel => 0x9C
10:56:09 [INFO] Found signature: dwEntityList => 0x4D3D67C
10:56:09 [INFO] Found signature: dwForceAttack => 0x316ED6C
10:56:09 [INFO] Found signature: dwForceAttack2 => 0x316ED78
10:56:09 [INFO] Found signature: dwForceBackward => 0x316ED24
10:56:09 [INFO] Found signature: dwForceForward => 0x316ED90
10:56:09 [INFO] Found signature: dwForceJump => 0x51E0EA0
10:56:09 [INFO] Found signature: dwForceLeft => 0x316ED18
10:56:09 [INFO] Found signature: dwForceRight => 0x316ED3C
10:56:09 [INFO] Found signature: dwGameDir => 0x6274F8
10:56:09 [INFO] Found signature: dwGameRulesProxy => 0x525417C
10:56:09 [INFO] Found signature: dwGetAllClasses => 0xD4FCEC
10:56:09 [INFO] Found signature: dwGlobalVars => 0x588AA0
10:56:09 [INFO] Found signature: dwGlowObjectManager => 0x527EF18
10:56:09 [INFO] Found signature: dwInput => 0x5188818
10:56:09 [INFO] Found signature: dwInterfaceLinkList => 0x8F5654
10:56:09 [INFO] Found signature: dwLocalPlayer => 0xD29B1C
10:56:09 [INFO] Found signature: dwMouseEnable => 0xD2F6C0
10:56:09 [INFO] Found signature: dwMouseEnablePtr => 0xD2F690
10:56:09 [INFO] Found signature: dwPlayerResource => 0x316D0BC
10:56:09 [INFO] Found signature: dwRadarBase => 0x51723DC
10:56:09 [INFO] Found signature: dwSensitivity => 0xD2F55C
10:56:09 [INFO] Found signature: dwSensitivityPtr => 0xD2F530
10:56:09 [INFO] Found signature: dwSetClanTag => 0x89D60
10:56:09 [INFO] Found signature: dwViewMatrix => 0x4D2F094
10:56:09 [INFO] Found signature: dwWeaponTable => 0x51892DC
10:56:09 [INFO] Found signature: dwWeaponTableIndex => 0x324C
10:56:09 [INFO] Found signature: dwYawPtr => 0xD2F320
10:56:09 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD34540
10:56:09 [INFO] Found signature: dwbSendPackets => 0xD37DA
10:56:09 [INFO] Found signature: dwppDirect3DDevice9 => 0xA6030
10:56:09 [INFO] Found signature: m_pStudioHdr => 0x294C
10:56:09 [INFO] Found signature: m_yawClassPtr => 0xD2F320
10:56:09 [INFO] Found signature: m_pitchClassPtr => 0x5172678
10:56:09 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
10:56:09 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
10:56:09 [INFO] Found signature: m_bDormant => 0xED
10:56:09 [INFO] Found signature: model_ambient_min => 0x58BDBC
10:56:09 [INFO] Found signature: set_abs_angles => 0x1CEC00
10:56:09 [INFO] Found signature: set_abs_origin => 0x1CEA40
10:56:09 [INFO] Found signature: is_c4_owner => 0x3A4360
10:56:09 [INFO] Found signature: force_update_spectator_glow => 0x397F32
10:56:09 [INFO] Found signature: anim_overlays => 0x2980
10:56:09 [INFO] Found signature: m_flSpawnTime => 0xA360
10:56:09 [INFO] Found signature: find_hud_element => 0x2B58B6C0
10:56:09 [INFO] Finished signature scanning: 57/57 items successful
10:56:09 [INFO] Starting netvar scanning: 85 items
10:56:09 [INFO] Found netvar: m_ArmorValue => 0xB368
10:56:09 [INFO] Found netvar: m_Collision => 0x320
10:56:09 [INFO] Found netvar: m_CollisionGroup => 0x474
10:56:09 [INFO] Found netvar: m_Local => 0x2FBC
10:56:09 [INFO] Found netvar: m_MoveType => 0x25B
10:56:09 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31B4
10:56:09 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31B0
10:56:09 [INFO] Found netvar: m_aimPunchAngle => 0x302C
10:56:09 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
10:56:09 [INFO] Found netvar: m_bGunGameImmunity => 0x3930
10:56:09 [INFO] Found netvar: m_bHasDefuser => 0xB378
10:56:09 [INFO] Found netvar: m_bHasHelmet => 0xB35C
10:56:09 [INFO] Found netvar: m_bInReload => 0x3228
10:56:09 [INFO] Found netvar: m_bIsDefusing => 0x391C
10:56:09 [INFO] Found netvar: m_bIsScoped => 0x3914
10:56:09 [INFO] Found netvar: m_bSpotted => 0x93D
10:56:09 [INFO] Found netvar: m_bSpottedByMask => 0x980
10:56:09 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
10:56:09 [INFO] Found netvar: m_fAccuracyPenalty => 0x3320
10:56:09 [INFO] Found netvar: m_fFlags => 0x104
10:56:09 [INFO] Found netvar: m_flFallbackWear => 0x31C0
10:56:09 [INFO] Found netvar: m_flFlashDuration => 0xA410
10:56:09 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA40C
10:56:09 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3228
10:56:09 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
10:56:09 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
10:56:09 [INFO] Found netvar: m_hObserverTarget => 0x3388
10:56:09 [INFO] Found netvar: m_hOwner => 0x29CC
10:56:09 [INFO] Found netvar: m_hOwnerEntity => 0x14C
10:56:09 [INFO] Found netvar: m_iAccountID => 0x2FC8
10:56:09 [INFO] Found netvar: m_iClip1 => 0x3254
10:56:09 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
10:56:09 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
10:56:09 [INFO] Found netvar: m_iCrosshairId => 0xB378
10:56:09 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
10:56:09 [INFO] Found netvar: m_iFOVStart => 0x31E8
10:56:09 [INFO] Found netvar: m_iFOV => 0x31E4
10:56:09 [INFO] Found netvar: m_iGlowIndex => 0xA410
10:56:09 [INFO] Found netvar: m_iHealth => 0x100
10:56:09 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
10:56:09 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
10:56:09 [INFO] Found netvar: m_iObserverMode => 0x3374
10:56:09 [INFO] Found netvar: m_iShotsFired => 0xA380
10:56:09 [INFO] Found netvar: m_iState => 0x3248
10:56:09 [INFO] Found netvar: m_iTeamNum => 0xF4
10:56:09 [INFO] Found netvar: m_lifeState => 0x25F
10:56:09 [INFO] Found netvar: m_nFallbackPaintKit => 0x31B8
10:56:09 [INFO] Found netvar: m_nFallbackSeed => 0x31BC
10:56:09 [INFO] Found netvar: m_nFallbackStatTrak => 0x31C4
10:56:09 [INFO] Found netvar: m_nForceBone => 0x268C
10:56:09 [INFO] Found netvar: m_nTickBase => 0x342C
